Price per area,Apartment type,Metro station,Minutes to metro,Region,Number of rooms,Area,Living area,Kitchen area,Floor,Number of floors,Renovation
596125,Secondary,Минская,57.0,Moscow,3.0,67.1,36.1,12.2,10.0,14,Without renovation
196455,Secondary,Пражская,13.0,Moscow,3.0,67.7,53.0,6.0,1.0,9,Cosmetic
632930,Secondary,Новокузнецкая,8.0,Moscow,3.0,146.6,74.8,15.5,2.0,7,Cosmetic
898700,Secondary,Новокузнецкая,8.0,Moscow,3.0,146.3,74.8,15.5,4.0,7,Designer
261383,Secondary,Преображенская площадь,23.0,Moscow,3.0,59.3,43.0,6.0,7.0,9,Cosmetic
282051,Secondary,Домодедовская,4.0,Moscow,3.0,58.5,43.0,10.0,6.0,9,Cosmetic
255183,Secondary,Ясенево,18.0,Moscow,3.0,62.7,42.9,6.0,8.0,9,European-style renovation
268542,Secondary,Лефортово,14.0,Moscow,3.0,78.2,54.4,8.8,1.0,6,Cosmetic
412162,Secondary,Аминьевская,11.0,Moscow,3.0,74.0,39.5,12.8,40.0,37,Without renovation
345805,Secondary,Яхромская,8.0,Moscow,3.0,88.2,51.6,14.3,23.0,25,Without renovation
372272,Secondary,Молодежная,17.0,Moscow,3.0,77.9,47.0,10.0,3.0,14,Cosmetic
253934,Secondary,Щелковская,9.0,Moscow,3.0,61.0,39.5,8.1,6.0,9,Designer
914530,Secondary,Чкаловская,15.0,Moscow,3.0,117.0,95.0,15.0,3.0,9,Without renovation
444444,Secondary,Панфиловская,6.0,Moscow,3.0,90.0,60.0,30.0,13.0,18,Without renovation
421941,Secondary,Профсоюзная,10.0,Moscow,3.0,71.1,44.0,10.3,6.0,25,European-style renovation
251200,Secondary,Митино,6.0,Moscow,3.0,75.0,54.0,12.0,12.0,14,European-style renovation
330000,Secondary,Варшавская,11.0,Moscow,3.0,100.0,60.0,22.0,10.0,23,Designer
249351,Secondary,Трикотажная,25.0,Moscow,3.0,77.0,45.0,10.0,16.0,22,European-style renovation
217089,Secondary,Пятницкое шоссе,8.0,Moscow,3.0,79.0,46.0,10.2,2.0,17,Without renovation
524523,Secondary,Ленинский проспект,15.0,Moscow,3.0,73.4,39.2,10.0,7.0,9,Designer
311653,Secondary,Севастопольская,11.0,Moscow,3.0,73.8,47.9,9.1,7.0,14,Cosmetic
237209,Secondary,Стахановская,18.0,Moscow,3.0,64.5,44.6,9.2,5.0,12,Cosmetic
375979,Secondary,Новые Черемушки,14.0,Moscow,3.0,76.6,52.8,13.0,4.0,17,European-style renovation
305410,Secondary,Бибирево,9.0,Moscow,3.0,57.3,31.1,5.8,7.0,9,Cosmetic
282443,Secondary,Чертановская,8.0,Moscow,3.0,65.5,37.0,10.0,3.0,16,European-style renovation
692308,Secondary,Мичуринский проспект,12.0,Moscow,3.0,78.0,41.6,13.1,29.0,50,Designer
702703,Secondary,Мичуринский проспект,12.0,Moscow,3.0,74.0,39.5,12.8,11.0,50,Without renovation
470914,Secondary,Шелепиха,22.0,Moscow,3.0,72.2,38.6,12.6,4.0,36,Without renovation
358923,Secondary,Войковская,4.0,Moscow,3.0,100.3,53.0,23.0,8.0,10,Without renovation
233333,Secondary,Щукинская,22.0,Moscow,3.0,75.0,45.8,10.2,1.0,16,Cosmetic
338505,Secondary,Варшавская (Коломенское),14.0,Moscow,3.0,70.9,34.5,20.4,3.0,12,European-style renovation
431579,Secondary,Фили,6.0,Moscow,3.0,76.0,40.6,12.9,29.0,42,Without renovation
315793,Secondary,Рабочий Посёлок,15.0,Moscow,3.0,158.3,105.8,25.1,18.0,25,European-style renovation
999140,Secondary,Смоленская,8.0,Moscow,3.0,112.0,60.0,16.0,4.0,4,Designer
285714,Secondary,Аминьевская,10.0,Moscow,3.0,70.0,42.6,20.0,18.0,25,Without renovation
225838,Secondary,Силикатная,15.0,Moscow,3.0,101.4,62.5,12.7,7.0,10,Designer
500000,Secondary,Новаторская,10.0,Moscow,3.0,160.0,91.8,19.7,30.0,32,Designer
246154,Secondary,Щелковская,28.0,Moscow,3.0,65.0,35.0,8.1,5.0,9,Cosmetic
642674,Secondary,Аминьевская,13.0,Moscow,3.0,77.8,40.0,20.0,5.0,25,Designer
230000,Secondary,Марьино,13.0,Moscow,3.0,76.0,52.0,15.0,17.0,17,European-style renovation
479592,Secondary,Красносельская,4.0,Moscow,3.0,49.0,28.0,8.0,5.0,14,Designer
297691,Secondary,Немчиновка,18.0,Moscow,3.0,82.3,54.0,14.0,4.0,10,Without renovation
343154,Secondary,Багратионовская,4.0,Moscow,3.0,57.7,47.0,6.0,7.0,9,Cosmetic
322266,Secondary,Минская,37.0,Moscow,3.0,51.2,34.5,7.0,10.0,12,European-style renovation
433735,Secondary,Панфиловская,6.0,Moscow,3.0,83.0,54.3,9.8,2.0,9,Designer
276119,Secondary,Ольховая,25.0,Moscow,3.0,67.0,26.0,21.0,17.0,25,European-style renovation
338451,Secondary,Ростокино,14.0,Moscow,3.0,143.3,101.8,33.7,39.0,58,Designer
337838,Secondary,Лермонтовский проспект,13.0,Moscow,3.0,74.0,60.0,10.5,13.0,14,Designer
477273,Secondary,ЦСКА,6.0,Moscow,3.0,88.0,60.0,15.0,16.0,32,Designer
228795,Secondary,Новопеределкино,20.0,Moscow,3.0,83.0,48.0,10.5,15.0,17,European-style renovation
349219,Secondary,Юго-Западная,11.0,Moscow,3.0,121.7,69.5,15.4,4.0,24,Without renovation
237179,Secondary,Новопеределкино,22.0,Moscow,3.0,78.0,41.6,10.5,11.0,17,Cosmetic
745098,Secondary,Полянка,10.0,Moscow,3.0,127.5,93.0,15.0,3.0,7,Designer
222052,Secondary,Щелковская,16.0,Moscow,3.0,65.3,43.0,7.2,2.0,9,Cosmetic
626389,Secondary,ВДНХ,13.0,Moscow,3.0,72.0,48.0,10.0,2.0,22,Designer
353947,Secondary,Бульвар Рокоссовского,15.0,Moscow,3.0,76.0,41.0,15.0,12.0,18,Designer
347068,Secondary,Шаболовская,14.0,Moscow,3.0,138.5,72.2,18.1,4.0,22,Without renovation
310174,Secondary,Прокшино,24.0,Moscow,3.0,80.6,38.0,10.0,5.0,13,Designer
331944,Secondary,Коньково,8.0,Moscow,3.0,72.0,45.0,8.0,8.0,17,Cosmetic
562500,Secondary,Международная,6.0,Moscow,3.0,96.0,60.0,15.0,9.0,77,Without renovation
645595,Secondary,Динамо,11.0,Moscow,3.0,148.7,93.0,51.4,4.0,12,Designer
241497,Secondary,Белокаменная,25.0,Moscow,3.0,58.8,45.0,9.0,6.0,9,Cosmetic
435185,Secondary,Фили,5.0,Moscow,3.0,75.6,41.1,12.0,29.0,31,Without renovation
298314,Secondary,Дмитровская,1.0,Moscow,3.0,77.1,48.5,11.1,5.0,6,Without renovation
268176,Secondary,Рассказовка,19.0,Moscow,3.0,83.9,50.0,14.0,13.0,17,European-style renovation
250923,Secondary,Лефортово,11.0,Moscow,3.0,54.2,35.9,5.5,2.0,9,Cosmetic
282353,Secondary,Отрадное,13.0,Moscow,3.0,59.5,37.6,6.0,2.0,9,Cosmetic
1162143,Secondary,Тверская,7.0,Moscow,3.0,143.7,92.0,20.0,4.0,8,Designer
392705,Secondary,Хорошево,15.0,Moscow,3.0,89.1,51.9,12.0,16.0,18,Without renovation
678175,Secondary,Молодежная,7.0,Moscow,3.0,81.1,43.1,13.3,12.0,28,European-style renovation
225631,Secondary,Борисово,22.0,Moscow,3.0,75.3,48.2,10.6,9.0,22,European-style renovation
193548,Secondary,Выхино,16.0,Moscow,3.0,58.9,44.5,6.2,5.0,9,Without renovation
435185,Secondary,Фили,6.0,Moscow,3.0,75.6,43.3,10.0,29.0,42,Without renovation
233607,Secondary,Новоясеневская,17.0,Moscow,3.0,48.8,35.0,6.0,8.0,9,Without renovation
209529,Secondary,Новаторская,19.0,Moscow,3.0,87.1,55.1,8.5,1.0,8,Without renovation
468680,Secondary,Фили,26.0,Moscow,3.0,97.7,66.0,22.0,10.0,28,Designer
286585,Secondary,Медведково,11.0,Moscow,3.0,65.6,40.0,8.5,5.0,14,Cosmetic
318242,Secondary,Лихоборы,9.0,Moscow,3.0,75.1,39.3,11.6,15.0,18,European-style renovation
255892,Secondary,Говорово,12.0,Moscow,3.0,59.4,44.7,6.0,5.0,9,European-style renovation
230769,Secondary,Аминьевская,12.0,Moscow,3.0,65.0,44.5,9.3,7.0,12,European-style renovation
784314,Secondary,Динамо,11.0,Moscow,3.0,102.0,80.0,15.1,7.0,25,Designer
307692,Secondary,Москва-Товарная,13.0,Moscow,3.0,78.0,49.0,11.0,14.0,26,European-style renovation
211454,Secondary,Ясенево,14.0,Moscow,3.0,68.1,48.7,6.0,7.0,9,Without renovation
257202,Secondary,Окская,11.0,Moscow,3.0,97.2,84.0,12.0,2.0,5,Designer
233813,Secondary,Бибирево,20.0,Moscow,3.0,55.6,30.2,11.2,5.0,9,Without renovation
373134,Secondary,Авиамоторная,17.0,Moscow,3.0,134.0,2.0,76.5,19.0,24,Without renovation
261111,Secondary,Ольховая,20.0,Moscow,3.0,90.0,47.6,14.1,8.0,14,European-style renovation
250000,Secondary,Пятницкое шоссе,8.0,Moscow,3.0,73.2,39.1,10.2,7.0,17,Cosmetic
571429,Secondary,Авиамоторная,18.0,Moscow,3.0,70.0,50.0,13.0,8.0,17,European-style renovation
310692,Secondary,Площадь Ильича,5.0,Moscow,3.0,79.5,53.5,8.0,2.0,4,Without renovation
212156,Secondary,Коммунарка,23.0,Moscow,3.0,87.2,46.5,19.8,3.0,14,Without renovation
306748,Secondary,Красный Балтиец,6.0,Moscow,3.0,65.2,46.3,7.8,2.0,16,Cosmetic
319760,Secondary,Мичуринский проспект,7.0,Moscow,3.0,74.9,50.0,11.0,12.0,16,European-style renovation
730380,Secondary,Молодежная,7.0,Moscow,3.0,79.0,50.0,10.0,9.0,28,Designer
212585,Secondary,Беломорская,19.0,Moscow,3.0,58.8,44.0,6.1,8.0,9,Cosmetic
445536,Secondary,Спартак,5.0,Moscow,3.0,112.0,47.9,25.7,7.0,8,Designer
226453,Secondary,Юго-Восточная,8.0,Moscow,3.0,49.9,35.0,6.0,2.0,9,Cosmetic
374065,Secondary,Войковская,12.0,Moscow,3.0,80.2,52.0,10.0,5.0,13,Cosmetic
568925,Secondary,Белорусская,4.0,Moscow,3.0,85.6,44.8,20.8,6.0,12,Without renovation
558419,Secondary,Сокольники,9.0,Moscow,3.0,116.4,59.7,15.0,4.0,17,European-style renovation
262992,Secondary,Юго-Западная,11.0,Moscow,3.0,63.5,34.2,8.0,7.0,9,Cosmetic
303571,Secondary,Профсоюзная,18.0,Moscow,3.0,56.0,41.0,6.0,1.0,10,Cosmetic
182927,Secondary,Некрасовка,10.0,Moscow,3.0,82.0,55.0,10.0,3.0,17,Cosmetic
400000,Secondary,Аминьевская,10.0,Moscow,3.0,100.0,55.0,15.0,5.0,25,Without renovation
268333,Secondary,Юго-Западная,16.0,Moscow,3.0,60.0,42.0,7.0,2.0,9,Cosmetic
261307,Secondary,Селигерская,9.0,Moscow,3.0,59.7,43.1,6.0,6.0,9,Cosmetic
208589,Secondary,Яхромская,5.0,Moscow,3.0,65.2,40.5,10.0,1.0,16,Cosmetic
248264,Secondary,Сетунь,13.0,Moscow,3.0,57.6,36.0,6.0,6.0,9,Cosmetic
742905,Secondary,Аэропорт,9.0,Moscow,3.0,119.8,62.7,17.0,16.0,57,Designer
509933,Secondary,Октябрьское поле,21.0,Moscow,3.0,59.4,32.2,15.0,3.0,24,Designer
315068,Secondary,Крылатское,3.0,Moscow,3.0,73.0,46.0,8.5,3.0,17,Cosmetic
910256,Secondary,Новослободская,6.0,Moscow,3.0,78.0,61.0,8.0,3.0,10,Without renovation
321149,Secondary,Фонвизинская,10.0,Moscow,3.0,76.6,44.5,10.0,4.0,22,European-style renovation
234270,Secondary,Ясенево,24.0,Moscow,3.0,74.7,46.0,10.0,11.0,16,European-style renovation
377717,Secondary,ВДНХ,16.0,Moscow,3.0,73.6,44.6,10.0,15.0,16,Cosmetic
480000,Secondary,Аэропорт,11.0,Moscow,3.0,75.0,45.0,10.0,2.0,17,European-style renovation
398506,Secondary,Алексеевская,12.0,Moscow,3.0,80.3,30.0,25.0,6.0,35,Without renovation
462121,Secondary,Технопарк,14.0,Moscow,3.0,66.0,39.4,7.3,11.0,20,Without renovation
561878,Secondary,Технопарк,14.0,Moscow,3.0,70.3,47.0,7.8,2.0,15,Without renovation
444444,Secondary,Электрозаводская,10.0,Moscow,3.0,76.5,45.5,15.0,6.0,12,Without renovation
224138,Secondary,Коммунарка,19.0,Moscow,3.0,87.0,50.5,14.0,10.0,17,Cosmetic
395000,Secondary,Шелепиха,13.0,Moscow,3.0,100.0,49.1,21.2,5.0,53,Without renovation
372093,Secondary,Маяковская,8.0,Moscow,3.0,107.5,65.0,15.0,5.0,7,European-style renovation
289344,Secondary,Стрешнево,16.0,Moscow,3.0,61.0,34.0,12.0,4.0,22,Without renovation
339506,Secondary,Новаторская,17.0,Moscow,3.0,56.7,38.7,15.0,2.0,9,European-style renovation
264286,Secondary,Долгопрудная,12.0,Moscow,3.0,70.0,43.0,13.0,10.0,14,Cosmetic
220168,Secondary,Ольховая,26.0,Moscow,3.0,71.4,38.2,12.5,7.0,23,Cosmetic
1526316,Secondary,Спортивная,11.0,Moscow,3.0,95.0,75.0,12.0,7.0,14,Without renovation
379562,Secondary,Смоленская,10.0,Moscow,3.0,68.5,45.0,8.0,1.0,5,Cosmetic
422188,Secondary,Технопарк,11.0,Moscow,3.0,64.9,34.9,12.0,8.0,10,Without renovation
768973,Secondary,Хорошёвская,11.0,Moscow,3.0,89.6,47.4,15.0,13.0,24,Designer
266430,Secondary,Соколиная Гора,16.0,Moscow,3.0,56.3,41.5,6.0,3.0,9,Cosmetic
414634,Secondary,Университет,6.0,Moscow,3.0,82.0,57.0,9.0,8.0,9,European-style renovation
239189,Secondary,Алма-Атинская,6.0,Moscow,3.0,74.0,45.0,10.5,2.0,14,European-style renovation
2284617,Secondary,Сретенский бульвар,3.0,Moscow,3.0,231.3,119.1,25.8,5.0,5,Designer
243243,Secondary,Лианозово,10.0,Moscow,3.0,74.0,46.0,10.2,7.0,16,Cosmetic
253097,Secondary,Выхино,13.0,Moscow,3.0,56.5,36.0,6.0,5.0,9,Cosmetic
273607,Secondary,Лихоборы,6.0,Moscow,3.0,61.0,37.8,8.4,7.0,12,Cosmetic
366154,Secondary,Ростокино,28.0,Moscow,3.0,65.0,35.3,9.2,22.0,22,Designer
429594,Secondary,Тульская,28.0,Moscow,3.0,125.7,74.4,8.7,9.0,16,Without renovation
342857,Secondary,Петровско-Разумовская,16.0,Moscow,3.0,70.0,30.0,20.0,16.0,16,Designer
581967,Secondary,ЗИЛ,12.0,Moscow,3.0,61.0,34.0,9.0,9.0,20,Designer
322997,Secondary,Беломорская,4.0,Moscow,3.0,77.4,35.0,10.0,9.0,35,European-style renovation
279330,Secondary,Калитники,10.0,Moscow,3.0,89.5,58.9,12.4,11.0,13,European-style renovation
472897,Secondary,Раменки,13.0,Moscow,3.0,107.0,52.0,23.0,6.0,28,Without renovation
1130137,Secondary,Международная,6.0,Moscow,3.0,146.0,12.0,30.0,67.0,77,Designer
390947,Secondary,Спартак,13.0,Moscow,3.0,72.9,42.1,13.0,8.0,24,Without renovation
282258,Secondary,ВДНХ,13.0,Moscow,3.0,74.4,49.0,9.4,14.0,14,Cosmetic
245333,Secondary,Пятницкое шоссе,7.0,Moscow,3.0,75.0,43.0,11.0,13.0,17,Cosmetic
246599,Secondary,Речной вокзал,20.0,Moscow,3.0,58.8,43.7,6.0,7.0,9,Cosmetic
258065,Secondary,Покровское,25.0,Moscow,3.0,124.0,70.0,16.0,11.0,17,Designer
689000,Secondary,Улица 1905 года,6.0,Moscow,3.0,100.0,73.0,15.0,3.0,7,Designer
493056,Secondary,Фили,6.0,Moscow,3.0,72.0,50.0,20.0,25.0,42,Without renovation
1035714,Secondary,Новослободская,8.0,Moscow,3.0,140.0,64.0,23.0,3.0,13,Designer
210480,Secondary,Солнцево,20.0,Moscow,3.0,56.3,35.5,6.0,2.0,9,Cosmetic
255556,Secondary,Алма-Атинская,15.0,Moscow,3.0,72.0,43.0,10.0,7.0,17,Cosmetic
275181,Secondary,Беломорская,20.0,Moscow,3.0,49.6,33.0,6.0,2.0,9,Cosmetic
209756,Secondary,Улица Горчакова,13.0,Moscow,3.0,82.0,50.0,12.0,4.0,12,Cosmetic
273183,Secondary,Царицыно,18.0,Moscow,3.0,79.8,44.9,12.9,10.0,17,Cosmetic
375000,Secondary,Новые Черемушки,15.0,Moscow,3.0,72.0,46.0,8.5,2.0,14,Cosmetic
208306,Secondary,Лианозово,28.0,Moscow,3.0,74.4,45.0,10.3,8.0,16,Cosmetic
418848,Secondary,Хорошево,23.0,Moscow,3.0,76.4,47.0,10.6,6.0,19,Without renovation
296474,Secondary,Коньково,7.0,Moscow,3.0,62.4,41.9,6.6,2.0,12,Designer
391156,Secondary,Селигерская,16.0,Moscow,3.0,58.8,31.9,11.5,6.0,44,European-style renovation
260695,Secondary,Селигерская,13.0,Moscow,3.0,74.8,43.7,12.9,14.0,14,Without renovation
436364,Secondary,Народное Ополчение,12.0,Moscow,3.0,82.5,34.7,27.9,36.0,5,Without renovation
268041,Secondary,Панфиловская,7.0,Moscow,3.0,97.0,36.0,25.0,3.0,7,Without renovation
220339,Secondary,Пражская,14.0,Moscow,3.0,59.0,44.0,6.0,1.0,9,European-style renovation
298039,Secondary,Ростокино,26.0,Moscow,3.0,51.0,34.0,6.0,8.0,9,European-style renovation
2628872,Secondary,Лубянка,5.0,Moscow,3.0,124.0,40.0,10.0,2.0,5,Designer
303448,Secondary,Пыхтино,14.0,Moscow,3.0,72.5,42.0,12.0,4.0,20,European-style renovation
394523,Secondary,Аминьевская,10.0,Moscow,3.0,98.6,49.0,19.0,7.0,25,Without renovation
361228,Secondary,Шаболовская,6.0,Moscow,3.0,57.0,39.0,6.0,5.0,5,European-style renovation
704762,Secondary,Деловой центр,3.0,Moscow,3.0,105.0,89.0,14.0,38.0,72,Designer
974537,Secondary,Арбатская,6.0,Moscow,3.0,138.2,72.0,30.0,4.0,4,Without renovation
206897,Secondary,Покровское,31.0,Moscow,3.0,58.0,39.0,9.0,1.0,9,Cosmetic
743750,Secondary,Улица 1905 года,6.0,Moscow,3.0,80.0,50.0,14.0,10.0,12,European-style renovation
361874,Secondary,Кунцевская,4.0,Moscow,3.0,61.9,42.0,9.0,9.0,14,Cosmetic
285600,Secondary,Теплый Стан,9.0,Moscow,3.0,62.5,43.2,7.0,5.0,12,European-style renovation
238949,Secondary,Рассказовка,14.0,Moscow,3.0,83.7,48.0,12.0,12.0,20,Without renovation
212361,Secondary,Улица Скобелевская,1.0,Moscow,3.0,72.0,44.0,10.0,1.0,17,Cosmetic
328226,Secondary,Преображенская площадь,13.0,Moscow,3.0,62.0,45.0,8.5,4.0,12,Cosmetic
234375,Secondary,Выхино,14.0,Moscow,3.0,64.0,40.0,9.0,5.0,9,Cosmetic
629921,Secondary,Динамо,8.0,Moscow,3.0,127.0,70.0,17.1,8.0,6,Designer
323741,Secondary,Аминьевская,10.0,Moscow,3.0,139.0,80.0,20.0,8.0,25,Without renovation
289367,Secondary,Борисово,9.0,Moscow,3.0,74.3,44.7,10.2,17.0,17,Cosmetic
365887,Secondary,Народное Ополчение,23.0,Moscow,3.0,72.7,46.5,11.8,7.0,5,European-style renovation
218310,Secondary,Сетунь,18.0,Moscow,3.0,71.0,49.0,7.0,15.0,16,Cosmetic
738255,Secondary,Новослободская,8.0,Moscow,3.0,119.2,62.4,16.5,3.0,13,Designer
234837,Secondary,Первомайская,6.0,Moscow,3.0,64.3,41.2,7.5,2.0,5,Cosmetic
441667,Secondary,Технопарк,14.0,Moscow,3.0,72.0,30.0,15.0,7.0,14,Without renovation
461310,Secondary,Шелепиха,22.0,Moscow,3.0,67.2,38.5,13.9,2.0,36,Designer
227692,Secondary,Волжская,13.0,Moscow,3.0,65.0,40.0,10.0,4.0,5,Cosmetic
320856,Secondary,Новые Черемушки,12.0,Moscow,3.0,74.8,45.3,10.2,13.0,17,European-style renovation
303030,Secondary,Измайлово,8.0,Moscow,3.0,72.6,52.6,8.2,2.0,5,European-style renovation
359147,Secondary,Улица Скобелевская,12.0,Moscow,3.0,89.1,63.4,21.2,6.0,33,Designer
887097,Secondary,Славянский бульвар,23.0,Moscow,3.0,62.0,35.0,10.0,14.0,22,Designer
390137,Secondary,Сокол,4.0,Moscow,3.0,102.4,60.6,13.0,14.0,25,European-style renovation
283784,Secondary,Дегунино,9.0,Moscow,3.0,74.0,39.5,10.0,1.0,17,Without renovation
722222,Secondary,Выставочная,9.0,Moscow,3.0,90.0,47.6,14.1,7.0,21,Without renovation
273333,Secondary,Стахановская,6.0,Moscow,3.0,75.0,40.1,12.8,3.0,23,Without renovation
619565,Secondary,Динамо,8.0,Moscow,3.0,92.0,50.0,15.0,11.0,21,Designer
257353,Secondary,Яхромская,12.0,Moscow,3.0,68.0,46.8,7.8,5.0,16,Cosmetic
365854,Secondary,Верхние Котлы,6.0,Moscow,3.0,82.0,54.0,7.0,7.0,13,Without renovation
458065,Secondary,Хорошево,15.0,Moscow,3.0,77.5,46.5,10.8,2.0,43,Designer
253672,Secondary,Нагорная,12.0,Moscow,3.0,74.9,43.3,10.3,13.0,14,Cosmetic
246154,Secondary,Ховрино,18.0,Moscow,3.0,65.0,44.0,9.0,4.0,14,Cosmetic
293792,Secondary,Стахановская,6.0,Moscow,3.0,90.2,46.0,17.4,7.0,23,Without renovation
237671,Secondary,Тушинская,21.0,Moscow,3.0,73.0,48.9,8.2,3.0,5,Cosmetic
358084,Secondary,Перово,6.0,Moscow,3.0,83.5,44.0,14.0,6.0,24,European-style renovation
491474,Secondary,Молодежная,23.0,Moscow,3.0,83.6,44.4,13.6,6.0,9,Without renovation
396795,Secondary,Алексеевская,6.0,Moscow,3.0,78.0,45.4,10.0,6.0,16,European-style renovation
221560,Secondary,Алтуфьево,22.0,Moscow,3.0,65.4,39.3,8.4,4.0,12,Designer
238834,Secondary,Медведково,15.0,Moscow,3.0,80.6,44.7,13.4,6.0,12,European-style renovation
599902,Secondary,Аэропорт,11.0,Moscow,3.0,102.0,55.0,16.0,9.0,15,Designer
329065,Secondary,Яхромская,9.0,Moscow,3.0,78.1,43.8,12.0,4.0,17,Cosmetic
